soak_start profile=balanced ops=120000 reopen_every=1000 compact_every=5000 flush_every=250 power_loss_every=0
progress ops=10000/120000
progress ops=20000/120000
progress ops=30000/120000
progress ops=40000/120000
progress ops=50000/120000
progress ops=60000/120000
progress ops=70000/120000
progress ops=80000/120000
progress ops=90000/120000
progress ops=100000/120000
progress ops=110000/120000
progress ops=120000/120000
soak_done profile=balanced ops=120000 max_kv_put_us=34052 max_kv_del_us=34033 max_ts_insert_us=55110 max_rel_insert_us=55174 max_rel_del_us=32642 max_compact_us=28410 max_reopen_us=68667 spikes_gt_1ms=96158 spikes_gt_5ms=1878 slo_pass=1
profile,ops,max_kv_put_us,max_kv_del_us,max_ts_insert_us,max_rel_insert_us,max_rel_del_us,max_compact_us,max_reopen_us,spikes_gt_1ms,spikes_gt_5ms,fail_count,slo_pass
balanced,120000,34052,34033,55110,55174,32642,28410,68667,96158,1878,0,1
