soak_start profile=deterministic ops=80000 reopen_every=800 compact_every=4000 flush_every=200 power_loss_every=0
progress ops=10000/80000
progress ops=20000/80000
progress ops=30000/80000
progress ops=40000/80000
progress ops=50000/80000
progress ops=60000/80000
progress ops=70000/80000
progress ops=80000/80000
soak_done profile=deterministic ops=80000 max_kv_put_us=27063 max_kv_del_us=23547 max_ts_insert_us=33659 max_rel_insert_us=34171 max_rel_del_us=23614 max_compact_us=18989 max_reopen_us=52426 spikes_gt_1ms=64143 spikes_gt_5ms=4359 slo_pass=0
profile,ops,max_kv_put_us,max_kv_del_us,max_ts_insert_us,max_rel_insert_us,max_rel_del_us,max_compact_us,max_reopen_us,spikes_gt_1ms,spikes_gt_5ms,fail_count,slo_pass
deterministic,80000,27063,23547,33659,34171,23614,18989,52426,64143,4359,0,0
